,dateRep,countriesAndTerritories,cases,deaths
4880,12/07/2021,Norway,0,0
4881,11/07/2021,Norway,0,0
4882,10/07/2021,Norway,223,0
4883,09/07/2021,Norway,211,0
4884,08/07/2021,Norway,226,2
4885,07/07/2021,Norway,190,0
4886,06/07/2021,Norway,437,0
4887,05/07/2021,Norway,0,0
4888,04/07/2021,Norway,0,0
4889,03/07/2021,Norway,193,0
4890,02/07/2021,Norway,279,0
4891,01/07/2021,Norway,224,2
4892,30/06/2021,Norway,193,0
4893,29/06/2021,Norway,349,0
4894,28/06/2021,Norway,0,0
4895,27/06/2021,Norway,0,0
4896,26/06/2021,Norway,235,0
4897,25/06/2021,Norway,269,0
4898,24/06/2021,Norway,221,2
4899,23/06/2021,Norway,213,0
4900,22/06/2021,Norway,434,0
4901,21/06/2021,Norway,0,0
4902,20/06/2021,Norway,0,0
4903,19/06/2021,Norway,219,0
4904,18/06/2021,Norway,181,0
4905,17/06/2021,Norway,223,1
4906,16/06/2021,Norway,196,0
4907,15/06/2021,Norway,403,0
4908,14/06/2021,Norway,0,0
4909,13/06/2021,Norway,0,0
4910,12/06/2021,Norway,211,0
4911,11/06/2021,Norway,211,0
4912,10/06/2021,Norway,191,4
4913,09/06/2021,Norway,246,1
4914,08/06/2021,Norway,648,0
4915,07/06/2021,Norway,0,0
4916,06/06/2021,Norway,0,0
4917,05/06/2021,Norway,288,0
4918,04/06/2021,Norway,351,0
4919,03/06/2021,Norway,459,1
4920,02/06/2021,Norway,291,0
4921,01/06/2021,Norway,751,0
4922,31/05/2021,Norway,0,0
4923,30/05/2021,Norway,0,0
4924,29/05/2021,Norway,410,0
4925,28/05/2021,Norway,501,0
4926,27/05/2021,Norway,508,1
4927,26/05/2021,Norway,238,0
4928,25/05/2021,Norway,1618,1
4929,24/05/2021,Norway,0,0
4930,23/05/2021,Norway,0,0
4931,22/05/2021,Norway,505,0
4932,21/05/2021,Norway,478,0
4933,20/05/2021,Norway,313,7
4934,19/05/2021,Norway,201,0
4935,18/05/2021,Norway,982,0
4936,17/05/2021,Norway,0,0
4937,16/05/2021,Norway,0,0
4938,15/05/2021,Norway,320,0
4939,14/05/2021,Norway,461,0
4940,13/05/2021,Norway,473,6
4941,12/05/2021,Norway,580,1
4942,11/05/2021,Norway,1031,0
4943,10/05/2021,Norway,0,0
4944,09/05/2021,Norway,0,0
4945,08/05/2021,Norway,505,0
4946,07/05/2021,Norway,471,0
4947,06/05/2021,Norway,484,10
4948,05/05/2021,Norway,482,0
4949,04/05/2021,Norway,928,1
4950,03/05/2021,Norway,0,0
4951,02/05/2021,Norway,0,0
4952,01/05/2021,Norway,385,2
4953,30/04/2021,Norway,470,1
4954,29/04/2021,Norway,523,16
4955,28/04/2021,Norway,551,0
4956,27/04/2021,Norway,1030,1
4957,26/04/2021,Norway,0,0
4958,25/04/2021,Norway,0,0
4959,24/04/2021,Norway,444,1
4960,23/04/2021,Norway,550,1
4961,22/04/2021,Norway,561,25
4962,21/04/2021,Norway,516,0
4963,20/04/2021,Norway,1287,1
4964,19/04/2021,Norway,0,0
4965,18/04/2021,Norway,0,0
4966,17/04/2021,Norway,617,1
4967,16/04/2021,Norway,599,1
4968,15/04/2021,Norway,739,18
4969,14/04/2021,Norway,648,1
4970,13/04/2021,Norway,1661,3
4971,12/04/2021,Norway,0,0
4972,11/04/2021,Norway,0,0
4973,10/04/2021,Norway,878,0
4974,09/04/2021,Norway,934,1
4975,08/04/2021,Norway,898,6
4976,07/04/2021,Norway,575,1
4977,06/04/2021,Norway,1904,3
4978,05/04/2021,Norway,0,0
4979,04/04/2021,Norway,0,0
4980,03/04/2021,Norway,691,0
4981,02/04/2021,Norway,871,10
4982,01/04/2021,Norway,1070,2
4983,31/03/2021,Norway,993,1
4984,30/03/2021,Norway,2211,4
4985,29/03/2021,Norway,0,0
4986,28/03/2021,Norway,0,0
4987,27/03/2021,Norway,833,0
4988,26/03/2021,Norway,984,0
4989,25/03/2021,Norway,1078,7
4990,24/03/2021,Norway,1100,0
4991,23/03/2021,Norway,2386,1
4992,22/03/2021,Norway,0,0
4993,21/03/2021,Norway,0,0
4994,20/03/2021,Norway,1034,0
4995,19/03/2021,Norway,1064,0
4996,18/03/2021,Norway,1154,7
4997,17/03/2021,Norway,861,1
4998,16/03/2021,Norway,2400,1
4999,15/03/2021,Norway,0,0
5000,14/03/2021,Norway,0,0
5001,13/03/2021,Norway,872,0
5002,12/03/2021,Norway,684,1
5003,11/03/2021,Norway,716,6
5004,10/03/2021,Norway,828,0
5005,09/03/2021,Norway,1447,0
5006,08/03/2021,Norway,0,0
5007,07/03/2021,Norway,0,0
5008,06/03/2021,Norway,570,0
5009,05/03/2021,Norway,690,0
5010,04/03/2021,Norway,500,9
5011,03/03/2021,Norway,731,0
5012,02/03/2021,Norway,968,1
5013,01/03/2021,Norway,70034,622
5014,04/10/2021,Poland,1090,6
5015,03/10/2021,Poland,1344,23
5016,02/10/2021,Poland,1361,16
5017,01/10/2021,Poland,1205,27
5018,30/09/2021,Poland,1235,22
5019,29/09/2021,Poland,976,29
5020,28/09/2021,Poland,421,0
5021,27/09/2021,Poland,643,1
5022,26/09/2021,Poland,917,20
5023,25/09/2021,Poland,812,14
5024,24/09/2021,Poland,974,14
5025,23/09/2021,Poland,880,20
5026,22/09/2021,Poland,709,15
5027,21/09/2021,Poland,364,0
5028,20/09/2021,Poland,540,1
5029,19/09/2021,Poland,796,14
5030,18/09/2021,Poland,652,9
5031,17/09/2021,Poland,724,10
5032,16/09/2021,Poland,768,21
5033,15/09/2021,Poland,536,8
5034,14/09/2021,Poland,270,0
5035,13/09/2021,Poland,476,0
5036,12/09/2021,Poland,531,8
5037,11/09/2021,Poland,529,8
5038,10/09/2021,Poland,511,6
5039,09/09/2021,Poland,531,11
5040,08/09/2021,Poland,405,13
5041,07/09/2021,Poland,182,0
5042,06/09/2021,Poland,323,0
5043,05/09/2021,Poland,388,7
5044,04/09/2021,Poland,361,5
5045,03/09/2021,Poland,376,9
5046,02/09/2021,Poland,366,13
5047,01/09/2021,Poland,285,5
5048,31/08/2021,Poland,154,0
5049,30/08/2021,Poland,203,0
5050,29/08/2021,Poland,289,5
5051,28/08/2021,Poland,254,3
5052,27/08/2021,Poland,215,3
5053,26/08/2021,Poland,233,5
5054,25/08/2021,Poland,232,8
5055,24/08/2021,Poland,107,0
5056,23/08/2021,Poland,185,0
5057,22/08/2021,Poland,222,1
5058,21/08/2021,Poland,212,4
5059,20/08/2021,Poland,196,4
5060,19/08/2021,Poland,207,1
5061,18/08/2021,Poland,215,7
5062,17/08/2021,Poland,128,0
5063,16/08/2021,Poland,148,0
5064,15/08/2021,Poland,211,2
5065,14/08/2021,Poland,194,6
5066,13/08/2021,Poland,223,2
5067,12/08/2021,Poland,196,4
5068,11/08/2021,Poland,199,0
5069,10/08/2021,Poland,64,0
5070,09/08/2021,Poland,122,0
5071,08/08/2021,Poland,180,4
5072,07/08/2021,Poland,172,6
5073,06/08/2021,Poland,176,6
5074,05/08/2021,Poland,164,4
5075,04/08/2021,Poland,164,4
5076,03/08/2021,Poland,91,0
5077,02/08/2021,Poland,90,0
5078,01/08/2021,Poland,153,2
5079,31/07/2021,Poland,156,2
5080,30/07/2021,Poland,165,5
5081,29/07/2021,Poland,138,3
5082,28/07/2021,Poland,107,7
5083,27/07/2021,Poland,74,0
5084,26/07/2021,Poland,80,1
5085,25/07/2021,Poland,118,6
5086,24/07/2021,Poland,108,4
5087,23/07/2021,Poland,122,9
5088,22/07/2021,Poland,124,3
5089,21/07/2021,Poland,103,4
5090,20/07/2021,Poland,67,0
5091,19/07/2021,Poland,69,3
5092,18/07/2021,Poland,114,7
5093,17/07/2021,Poland,90,14
5094,16/07/2021,Poland,105,12
5095,15/07/2021,Poland,87,6
5096,14/07/2021,Poland,94,13
5097,13/07/2021,Poland,44,0
5098,12/07/2021,Poland,66,1
5099,11/07/2021,Poland,85,7
5100,10/07/2021,Poland,74,17
5101,09/07/2021,Poland,93,21
5102,08/07/2021,Poland,100,19
5103,07/07/2021,Poland,95,10
5104,06/07/2021,Poland,38,1
5105,05/07/2021,Poland,55,1
5106,04/07/2021,Poland,108,18
5107,03/07/2021,Poland,97,21
5108,02/07/2021,Poland,98,23
5109,01/07/2021,Poland,101,16
5110,30/06/2021,Poland,122,26
5111,29/06/2021,Poland,51,0
5112,28/06/2021,Poland,69,5
5113,27/06/2021,Poland,99,21
5114,26/06/2021,Poland,134,36
5115,25/06/2021,Poland,144,24
5116,24/06/2021,Poland,162,35
5117,23/06/2021,Poland,190,29
5118,22/06/2021,Poland,73,1
5119,21/06/2021,Poland,133,5
5120,20/06/2021,Poland,168,41
5121,19/06/2021,Poland,190,48
5122,18/06/2021,Poland,215,46
5123,17/06/2021,Poland,242,62
5124,16/06/2021,Poland,211,52
5125,15/06/2021,Poland,139,1
5126,14/06/2021,Poland,226,11
5127,13/06/2021,Poland,236,47
5128,12/06/2021,Poland,340,68
5129,11/06/2021,Poland,378,84
5130,10/06/2021,Poland,560,108
5131,09/06/2021,Poland,401,95
5132,08/06/2021,Poland,192,8
5133,07/06/2021,Poland,312,13
5134,06/06/2021,Poland,413,38
5135,05/06/2021,Poland,319,26
5136,04/06/2021,Poland,565,91
5137,03/06/2021,Poland,659,128
5138,02/06/2021,Poland,585,111
5139,01/06/2021,Poland,333,7
5140,31/05/2021,Poland,579,56
5141,30/05/2021,Poland,776,125
5142,29/05/2021,Poland,943,117
5143,28/05/2021,Poland,1202,135
5144,27/05/2021,Poland,1263,209
5145,26/05/2021,Poland,1006,151
5146,25/05/2021,Poland,559,17
5147,24/05/2021,Poland,1076,46
5148,23/05/2021,Poland,1515,191
5149,22/05/2021,Poland,1680,191
5150,21/05/2021,Poland,2090,250
5151,20/05/2021,Poland,2337,330
5152,19/05/2021,Poland,1734,245
5153,18/05/2021,Poland,1111,11
5154,17/05/2021,Poland,2168,55
5155,16/05/2021,Poland,2897,298
5156,15/05/2021,Poland,3252,290
5157,14/05/2021,Poland,3423,342
5158,13/05/2021,Poland,4159,343
5159,12/05/2021,Poland,3097,302
5160,11/05/2021,Poland,2031,22
5161,10/05/2021,Poland,3856,146
5162,09/05/2021,Poland,4771,421
5163,08/05/2021,Poland,6047,452
5164,07/05/2021,Poland,6427,511
5165,06/05/2021,Poland,3899,349
5166,05/05/2021,Poland,2296,28
5167,04/05/2021,Poland,2523,37
5168,03/05/2021,Poland,4616,144
5169,02/05/2021,Poland,6475,422
5170,01/05/2021,Poland,6789,429
5171,30/04/2021,Poland,8426,540
5172,29/04/2021,Poland,8893,636
5173,28/04/2021,Poland,5711,460
5174,27/04/2021,Poland,3467,22
5175,26/04/2021,Poland,7224,193
5176,25/04/2021,Poland,9510,515
5177,24/04/2021,Poland,10866,539
5178,23/04/2021,Poland,12763,695
5179,22/04/2021,Poland,13922,739
5180,21/04/2021,Poland,9244,601
5181,20/04/2021,Poland,7302,101
5182,19/04/2021,Poland,12151,207
5183,18/04/2021,Poland,15786,617
5184,17/04/2021,Poland,17846,596
5185,16/04/2021,Poland,21126,682
5186,15/04/2021,Poland,21266,804
5187,14/04/2021,Poland,13203,645
5188,13/04/2021,Poland,12016,60
5189,12/04/2021,Poland,21733,245
5190,11/04/2021,Poland,24892,749
5191,10/04/2021,Poland,28499,768
5192,09/04/2021,Poland,27890,956
5193,08/04/2021,Poland,14908,638
5194,07/04/2021,Poland,8246,60
5195,06/04/2021,Poland,9921,64
5196,05/04/2021,Poland,22958,204
5197,04/04/2021,Poland,28073,572
5198,03/04/2021,Poland,30541,500
5199,02/04/2021,Poland,35253,620
5200,01/04/2021,Poland,32891,653
5201,31/03/2021,Poland,20862,460
5202,30/03/2021,Poland,16973,48
5203,29/03/2021,Poland,29266,131
5204,28/03/2021,Poland,31759,448
5205,27/03/2021,Poland,35145,445
5206,26/03/2021,Poland,34150,520
5207,25/03/2021,Poland,30802,579
5208,24/03/2021,Poland,16740,396
5209,23/03/2021,Poland,14579,65
5210,22/03/2021,Poland,21850,141
5211,21/03/2021,Poland,26456,352
5212,20/03/2021,Poland,25996,419
5213,19/03/2021,Poland,27274,356
5214,18/03/2021,Poland,25053,454
5215,17/03/2021,Poland,14394,372
5216,16/03/2021,Poland,10895,28
5217,15/03/2021,Poland,17272,110
5218,14/03/2021,Poland,21063,344
5219,13/03/2021,Poland,18873,351
5220,12/03/2021,Poland,21111,376
5221,11/03/2021,Poland,17277,398
5222,10/03/2021,Poland,9953,282
5223,09/03/2021,Poland,6169,32
5224,08/03/2021,Poland,13569,126
5225,07/03/2021,Poland,14855,247
5226,06/03/2021,Poland,15831,263
5227,05/03/2021,Poland,15253,289
5228,04/03/2021,Poland,15698,352
5229,03/03/2021,Poland,7936,215
5230,02/03/2021,Poland,4786,24
5231,01/03/2021,Poland,1706986,43769
5232,04/10/2021,Portugal,449,7
5233,03/10/2021,Portugal,690,7
5234,02/10/2021,Portugal,696,4
5235,01/10/2021,Portugal,749,7
5236,30/09/2021,Portugal,755,6
5237,29/09/2021,Portugal,600,7
5238,28/09/2021,Portugal,230,1
5239,27/09/2021,Portugal,599,2
5240,26/09/2021,Portugal,713,5
5241,25/09/2021,Portugal,757,9
5242,24/09/2021,Portugal,885,5
5243,23/09/2021,Portugal,891,8
5244,22/09/2021,Portugal,780,11
5245,21/09/2021,Portugal,272,7
5246,20/09/2021,Portugal,677,5
5247,19/09/2021,Portugal,939,7
5248,18/09/2021,Portugal,1023,7
5249,17/09/2021,Portugal,1062,6
5250,16/09/2021,Portugal,1247,10
5251,15/09/2021,Portugal,1058,6
5252,14/09/2021,Portugal,458,5
5253,13/09/2021,Portugal,911,8
5254,12/09/2021,Portugal,1223,10
5255,11/09/2021,Portugal,1323,7
5256,10/09/2021,Portugal,1408,10
5257,09/09/2021,Portugal,1778,10
5258,08/09/2021,Portugal,1231,6
5259,07/09/2021,Portugal,663,12
5260,06/09/2021,Portugal,1190,13
5261,05/09/2021,Portugal,1713,13
5262,04/09/2021,Portugal,1822,6
5263,03/09/2021,Portugal,2830,9
5264,02/09/2021,Portugal,1565,14
5265,01/09/2021,Portugal,1908,13
5266,31/08/2021,Portugal,1072,9
5267,30/08/2021,Portugal,1782,10
5268,29/08/2021,Portugal,2374,8
5269,28/08/2021,Portugal,2370,14
5270,27/08/2021,Portugal,2552,15
5271,26/08/2021,Portugal,3062,16
5272,25/08/2021,Portugal,2261,13
5273,24/08/2021,Portugal,1126,6
5274,23/08/2021,Portugal,2112,9
5275,22/08/2021,Portugal,2676,8
5276,21/08/2021,Portugal,2507,9
5277,20/08/2021,Portugal,2554,12
5278,19/08/2021,Portugal,2983,17
5279,18/08/2021,Portugal,2118,11
5280,17/08/2021,Portugal,1135,11
5281,16/08/2021,Portugal,2217,13
5282,15/08/2021,Portugal,2571,12
5283,14/08/2021,Portugal,2598,12
5284,13/08/2021,Portugal,2708,11
5285,12/08/2021,Portugal,2948,12
5286,11/08/2021,Portugal,2232,17
5287,10/08/2021,Portugal,1094,18
5288,09/08/2021,Portugal,1982,10
5289,08/08/2021,Portugal,2621,17
5290,07/08/2021,Portugal,2377,18
5291,06/08/2021,Portugal,2581,10
5292,05/08/2021,Portugal,3203,15
5293,04/08/2021,Portugal,2076,19
5294,03/08/2021,Portugal,1190,9
5295,02/08/2021,Portugal,2306,8
5296,01/08/2021,Portugal,2590,17
5297,31/07/2021,Portugal,2595,14
5298,30/07/2021,Portugal,3009,10
5299,29/07/2021,Portugal,3452,13
5300,28/07/2021,Portugal,2316,6
5301,27/07/2021,Portugal,1610,9
5302,26/07/2021,Portugal,6021,28
5303,25/07/2021,Portugal,0,0
5304,24/07/2021,Portugal,3794,16
5305,23/07/2021,Portugal,3622,16
5306,22/07/2021,Portugal,4376,13
5307,21/07/2021,Portugal,2706,4
5308,20/07/2021,Portugal,1855,8
5309,19/07/2021,Portugal,3261,8
5310,18/07/2021,Portugal,3677,5
5311,17/07/2021,Portugal,3547,7
5312,16/07/2021,Portugal,3641,5
5313,15/07/2021,Portugal,4153,9
5314,14/07/2021,Portugal,2650,9
5315,13/07/2021,Portugal,1782,8
5316,12/07/2021,Portugal,2323,8
5317,11/07/2021,Portugal,3162,6
5318,10/07/2021,Portugal,3194,7
5319,09/07/2021,Portugal,3269,9
5320,08/07/2021,Portugal,3285,8
5321,07/07/2021,Portugal,2170,1
5322,06/07/2021,Portugal,1483,5
5323,05/07/2021,Portugal,2041,0
5324,04/07/2021,Portugal,2605,4
5325,03/07/2021,Portugal,2436,7
5326,02/07/2021,Portugal,2449,5
5327,01/07/2021,Portugal,2362,4
5328,30/06/2021,Portugal,1746,6
5329,29/06/2021,Portugal,902,2
5330,28/06/2021,Portugal,1496,1
5331,27/06/2021,Portugal,1568,2
5332,26/06/2021,Portugal,1604,2
5333,25/06/2021,Portugal,1556,2
5334,24/06/2021,Portugal,1497,3
5335,23/06/2021,Portugal,1020,6
5336,22/06/2021,Portugal,756,3
5337,21/06/2021,Portugal,941,3
5338,20/06/2021,Portugal,1183,1
5339,19/06/2021,Portugal,1298,4
5340,18/06/2021,Portugal,1233,2
5341,17/06/2021,Portugal,1350,6
5342,16/06/2021,Portugal,973,2
5343,15/06/2021,Portugal,625,0
5344,14/06/2021,Portugal,707,2
5345,13/06/2021,Portugal,789,1
5346,12/06/2021,Portugal,519,1
5347,11/06/2021,Portugal,910,6
5348,10/06/2021,Portugal,890,0
5349,09/06/2021,Portugal,598,1
5350,08/06/2021,Portugal,388,2
5351,07/06/2021,Portugal,612,2
5352,06/06/2021,Portugal,573,3
5353,05/06/2021,Portugal,430,0
5354,04/06/2021,Portugal,769,3
5355,03/06/2021,Portugal,724,1
5356,02/06/2021,Portugal,445,0
5357,01/06/2021,Portugal,435,2
5358,31/05/2021,Portugal,445,0
5359,30/05/2021,Portugal,609,0
5360,29/05/2021,Portugal,598,1
5361,28/05/2021,Portugal,572,0
5362,27/05/2021,Portugal,594,1
5363,26/05/2021,Portugal,375,3
5364,25/05/2021,Portugal,241,1
5365,24/05/2021,Portugal,413,0
5366,23/05/2021,Portugal,523,0
5367,22/05/2021,Portugal,559,3
5368,21/05/2021,Portugal,451,1
5369,20/05/2021,Portugal,511,2
5370,19/05/2021,Portugal,386,2
5371,18/05/2021,Portugal,199,2
5372,17/05/2021,Portugal,334,1
5373,16/05/2021,Portugal,469,7
5374,15/05/2021,Portugal,450,0
5375,14/05/2021,Portugal,436,1
5376,13/05/2021,Portugal,485,4
5377,12/05/2021,Portugal,268,1
5378,11/05/2021,Portugal,158,1
5379,10/05/2021,Portugal,324,1
5380,09/05/2021,Portugal,406,2
5381,08/05/2021,Portugal,377,1
5382,07/05/2021,Portugal,373,5
5383,06/05/2021,Portugal,387,2
5384,05/05/2021,Portugal,258,4
5385,04/05/2021,Portugal,180,0
5386,03/05/2021,Portugal,330,1
5387,02/05/2021,Portugal,454,2
5388,01/05/2021,Portugal,460,0
5389,30/04/2021,Portugal,470,1
5390,29/04/2021,Portugal,572,3
5391,28/04/2021,Portugal,353,5
5392,27/04/2021,Portugal,196,0
5393,26/04/2021,Portugal,478,6
5394,25/04/2021,Portugal,567,2
5395,24/04/2021,Portugal,506,1
5396,23/04/2021,Portugal,636,4
5397,22/04/2021,Portugal,610,1
5398,21/04/2021,Portugal,424,5
5399,20/04/2021,Portugal,220,1
5400,19/04/2021,Portugal,441,3
5401,18/04/2021,Portugal,649,5
5402,17/04/2021,Portugal,553,4
5403,16/04/2021,Portugal,501,2
5404,15/04/2021,Portugal,684,8
5405,14/04/2021,Portugal,408,5
5406,13/04/2021,Portugal,271,2
5407,12/04/2021,Portugal,566,6
5408,11/04/2021,Portugal,601,6
5409,10/04/2021,Portugal,694,5
5410,09/04/2021,Portugal,602,9
5411,08/04/2021,Portugal,663,3
5412,07/04/2021,Portugal,874,2
5413,06/04/2021,Portugal,159,6
5414,05/04/2021,Portugal,193,4
5415,04/04/2021,Portugal,280,7
5416,03/04/2021,Portugal,548,9
5417,02/04/2021,Portugal,592,11
5418,01/04/2021,Portugal,618,3
5419,31/03/2021,Portugal,388,2
5420,30/03/2021,Portugal,309,6
5421,29/03/2021,Portugal,365,10
5422,28/03/2021,Portugal,344,8
5423,27/03/2021,Portugal,488,5
5424,26/03/2021,Portugal,423,9
5425,25/03/2021,Portugal,575,11
5426,24/03/2021,Portugal,434,10
5427,23/03/2021,Portugal,248,16
5428,22/03/2021,Portugal,450,6
5429,21/03/2021,Portugal,457,8
5430,20/03/2021,Portugal,568,11
5431,19/03/2021,Portugal,485,21
5432,18/03/2021,Portugal,673,15
5433,17/03/2021,Portugal,384,13
5434,16/03/2021,Portugal,256,10
5435,15/03/2021,Portugal,541,15
5436,14/03/2021,Portugal,564,19
5437,13/03/2021,Portugal,577,15
5438,12/03/2021,Portugal,627,18
5439,11/03/2021,Portugal,642,22
5440,10/03/2021,Portugal,847,30
5441,09/03/2021,Portugal,365,25
5442,08/03/2021,Portugal,682,28
5443,07/03/2021,Portugal,1007,26
5444,06/03/2021,Portugal,949,28
5445,05/03/2021,Portugal,830,28
5446,04/03/2021,Portugal,979,41
5447,03/03/2021,Portugal,691,38
5448,02/03/2021,Portugal,394,34
5449,01/03/2021,Portugal,804562,16317
5450,04/10/2021,Romania,8682,150
5451,03/10/2021,Romania,12590,184
5452,02/10/2021,Romania,10887,169
5453,01/10/2021,Romania,12032,176
5454,30/09/2021,Romania,10826,207
5455,29/09/2021,Romania,11049,208
5456,28/09/2021,Romania,5655,109
5457,27/09/2021,Romania,6333,111
5458,26/09/2021,Romania,7676,121
5459,25/09/2021,Romania,7116,145
5460,24/09/2021,Romania,7095,113
5461,23/09/2021,Romania,7045,130
5462,22/09/2021,Romania,6789,129
5463,21/09/2021,Romania,3342,78
5464,20/09/2021,Romania,3817,58
5465,19/09/2021,Romania,5388,97
5466,18/09/2021,Romania,4478,73
5467,17/09/2021,Romania,4441,71
5468,16/09/2021,Romania,4004,83
5469,15/09/2021,Romania,3929,96
5470,14/09/2021,Romania,1849,46
5471,13/09/2021,Romania,2255,29
5472,12/09/2021,Romania,2648,47
5473,11/09/2021,Romania,2520,43
5474,10/09/2021,Romania,2226,79
5475,09/09/2021,Romania,2079,30
5476,08/09/2021,Romania,2033,48
5477,07/09/2021,Romania,1035,25
5478,06/09/2021,Romania,1242,11
5479,05/09/2021,Romania,1568,28
5480,04/09/2021,Romania,1520,33
5481,03/09/2021,Romania,1470,26
5482,02/09/2021,Romania,1443,21
5483,01/09/2021,Romania,1313,31
5484,31/08/2021,Romania,699,11
5485,30/08/2021,Romania,868,19
5486,29/08/2021,Romania,1015,19
5487,28/08/2021,Romania,946,19
5488,27/08/2021,Romania,953,18
5489,26/08/2021,Romania,849,14
5490,25/08/2021,Romania,782,14
5491,24/08/2021,Romania,415,13
5492,23/08/2021,Romania,517,9
5493,22/08/2021,Romania,591,15
5494,21/08/2021,Romania,628,9
5495,20/08/2021,Romania,595,14
5496,19/08/2021,Romania,541,6
5497,18/08/2021,Romania,544,6
5498,17/08/2021,Romania,286,5
5499,16/08/2021,Romania,323,6
5500,15/08/2021,Romania,408,5
5501,14/08/2021,Romania,383,3
5502,13/08/2021,Romania,371,3
5503,12/08/2021,Romania,326,8
5504,11/08/2021,Romania,312,4
5505,10/08/2021,Romania,181,3
5506,09/08/2021,Romania,208,3
5507,08/08/2021,Romania,255,8
5508,07/08/2021,Romania,230,5
5509,06/08/2021,Romania,244,2
5510,05/08/2021,Romania,271,1
5511,04/08/2021,Romania,233,6
5512,03/08/2021,Romania,137,5
5513,02/08/2021,Romania,152,5
5514,01/08/2021,Romania,156,3
5515,31/07/2021,Romania,153,3
5516,30/07/2021,Romania,170,1
5517,29/07/2021,Romania,159,1
5518,28/07/2021,Romania,175,3
5519,27/07/2021,Romania,84,2
5520,26/07/2021,Romania,109,1
5521,25/07/2021,Romania,126,1
5522,24/07/2021,Romania,104,2
5523,23/07/2021,Romania,78,4
5524,22/07/2021,Romania,102,2
5525,21/07/2021,Romania,95,4
5526,20/07/2021,Romania,46,1
5527,19/07/2021,Romania,44,1
5528,18/07/2021,Romania,49,2
5529,17/07/2021,Romania,72,5
5530,16/07/2021,Romania,62,3
5531,15/07/2021,Romania,79,9
5532,14/07/2021,Romania,51,14
5533,13/07/2021,Romania,39,2
5534,12/07/2021,Romania,26,1
5535,11/07/2021,Romania,36,19
5536,10/07/2021,Romania,54,29
5537,09/07/2021,Romania,30,70
5538,08/07/2021,Romania,60,77
5539,07/07/2021,Romania,51,48
5540,06/07/2021,Romania,28,45
5541,05/07/2021,Romania,33,3
5542,04/07/2021,Romania,58,27
5543,03/07/2021,Romania,37,37
5544,02/07/2021,Romania,31,75
5545,01/07/2021,Romania,52,181
5546,30/06/2021,Romania,73,294
5547,29/06/2021,Romania,37,58
5548,28/06/2021,Romania,46,76
5549,27/06/2021,Romania,62,266
5550,26/06/2021,Romania,65,140
5551,25/06/2021,Romania,68,145
5552,24/06/2021,Romania,66,161
5553,23/06/2021,Romania,41,74
5554,22/06/2021,Romania,26,65
5555,21/06/2021,Romania,53,18
5556,20/06/2021,Romania,63,96
5557,19/06/2021,Romania,70,97
5558,18/06/2021,Romania,87,87
5559,17/06/2021,Romania,104,71
5560,16/06/2021,Romania,103,96
5561,15/06/2021,Romania,50,27
5562,14/06/2021,Romania,69,30
5563,13/06/2021,Romania,127,123
5564,12/06/2021,Romania,103,150
5565,11/06/2021,Romania,133,148
5566,10/06/2021,Romania,140,228
5567,09/06/2021,Romania,202,277
5568,08/06/2021,Romania,89,63
5569,07/06/2021,Romania,121,90
5570,06/06/2021,Romania,179,113
5571,05/06/2021,Romania,225,113
5572,04/06/2021,Romania,196,84
5573,03/06/2021,Romania,164,62
5574,02/06/2021,Romania,241,41
5575,01/06/2021,Romania,153,36
5576,31/05/2021,Romania,158,29
5577,30/05/2021,Romania,265,73
5578,29/05/2021,Romania,321,43
5579,28/05/2021,Romania,307,39
5580,27/05/2021,Romania,379,52
5581,26/05/2021,Romania,381,63
5582,25/05/2021,Romania,230,36
5583,24/05/2021,Romania,307,56
5584,23/05/2021,Romania,455,59
5585,22/05/2021,Romania,484,49
5586,21/05/2021,Romania,618,61
5587,20/05/2021,Romania,707,54
5588,19/05/2021,Romania,681,91
5589,18/05/2021,Romania,392,48
5590,17/05/2021,Romania,565,38
5591,16/05/2021,Romania,729,72
5592,15/05/2021,Romania,835,105
5593,14/05/2021,Romania,953,75
5594,13/05/2021,Romania,930,98
5595,12/05/2021,Romania,1156,101
5596,11/05/2021,Romania,620,68
5597,10/05/2021,Romania,857,63
5598,09/05/2021,Romania,1305,104
5599,08/05/2021,Romania,1422,89
5600,07/05/2021,Romania,1632,94
5601,06/05/2021,Romania,1564,142
5602,05/05/2021,Romania,994,94
5603,04/05/2021,Romania,682,98
5604,03/05/2021,Romania,1083,88
5605,02/05/2021,Romania,1307,85
5606,01/05/2021,Romania,1636,138
5607,30/04/2021,Romania,1850,138
5608,29/04/2021,Romania,2240,150
5609,28/04/2021,Romania,2019,172
5610,27/04/2021,Romania,1256,117
5611,26/04/2021,Romania,1542,127
5612,25/04/2021,Romania,2201,154
5613,24/04/2021,Romania,2523,170
5614,23/04/2021,Romania,2989,150
5615,22/04/2021,Romania,3006,175
5616,21/04/2021,Romania,2931,237
5617,20/04/2021,Romania,1768,149
5618,19/04/2021,Romania,2265,160
5619,18/04/2021,Romania,3474,135
5620,17/04/2021,Romania,3264,137
5621,16/04/2021,Romania,3852,195
5622,15/04/2021,Romania,4076,164
5623,14/04/2021,Romania,3883,193
5624,13/04/2021,Romania,2323,113
5625,12/04/2021,Romania,3302,129
5626,11/04/2021,Romania,4310,139
5627,10/04/2021,Romania,4942,134
5628,09/04/2021,Romania,4989,172
