,dateRep,countriesAndTerritories,cases,deaths
0,04/10/2021,Austria,1532,5
1,03/10/2021,Austria,2000,7
2,02/10/2021,Austria,1953,4
3,01/10/2021,Austria,1997,6
4,30/09/2021,Austria,2536,14
5,29/09/2021,Austria,1338,7
6,28/09/2021,Austria,1267,5
7,27/09/2021,Austria,1556,6
8,26/09/2021,Austria,2029,4
9,25/09/2021,Austria,1803,10
10,24/09/2021,Austria,1708,9
11,23/09/2021,Austria,2089,12
12,22/09/2021,Austria,1242,17
13,21/09/2021,Austria,1162,7
14,20/09/2021,Austria,1708,7
15,19/09/2021,Austria,2072,5
16,18/09/2021,Austria,2235,9
17,17/09/2021,Austria,2283,8
18,16/09/2021,Austria,2638,8
19,15/09/2021,Austria,1859,7
20,14/09/2021,Austria,1227,4
21,13/09/2021,Austria,1891,0
22,12/09/2021,Austria,2431,5
23,11/09/2021,Austria,2259,5
24,10/09/2021,Austria,2157,3
25,09/09/2021,Austria,2505,6
26,08/09/2021,Austria,1496,8
27,07/09/2021,Austria,1342,7
28,06/09/2021,Austria,1729,5
29,05/09/2021,Austria,1865,4
30,04/09/2021,Austria,1733,7
31,03/09/2021,Austria,1549,3
32,02/09/2021,Austria,1821,6
33,01/09/2021,Austria,1265,1
34,31/08/2021,Austria,1092,2
35,30/08/2021,Austria,1339,5
36,29/08/2021,Austria,1408,4
37,28/08/2021,Austria,1490,2
38,27/08/2021,Austria,1535,2
39,26/08/2021,Austria,1618,2
40,25/08/2021,Austria,1014,3
41,24/08/2021,Austria,971,2
42,23/08/2021,Austria,1174,2
43,22/08/2021,Austria,1309,1
44,21/08/2021,Austria,1321,2
45,20/08/2021,Austria,1179,0
46,19/08/2021,Austria,1293,0
47,18/08/2021,Austria,864,0
48,17/08/2021,Austria,715,0
49,16/08/2021,Austria,871,2
50,15/08/2021,Austria,997,2
51,14/08/2021,Austria,967,2
52,13/08/2021,Austria,879,0
53,12/08/2021,Austria,894,1
54,11/08/2021,Austria,584,1
55,10/08/2021,Austria,343,1
56,09/08/2021,Austria,587,1
57,08/08/2021,Austria,673,1
58,07/08/2021,Austria,553,1
59,06/08/2021,Austria,485,2
60,05/08/2021,Austria,597,1
61,04/08/2021,Austria,376,2
62,03/08/2021,Austria,332,1
63,02/08/2021,Austria,444,1
64,01/08/2021,Austria,593,0
65,31/07/2021,Austria,517,1
66,30/07/2021,Austria,495,0
67,29/07/2021,Austria,528,0
68,28/07/2021,Austria,404,1
69,27/07/2021,Austria,291,2
70,26/07/2021,Austria,323,1
71,25/07/2021,Austria,368,0
72,24/07/2021,Austria,406,1
73,23/07/2021,Austria,463,0
74,22/07/2021,Austria,400,0
75,21/07/2021,Austria,306,0
76,20/07/2021,Austria,248,0
77,19/07/2021,Austria,325,0
78,18/07/2021,Austria,466,1
79,17/07/2021,Austria,328,0
80,16/07/2021,Austria,310,1
81,15/07/2021,Austria,268,2
82,14/07/2021,Austria,283,0
83,13/07/2021,Austria,87,0
84,12/07/2021,Austria,156,0
85,11/07/2021,Austria,25,0
86,10/07/2021,Austria,117,0
87,09/07/2021,Austria,130,1
88,08/07/2021,Austria,111,1
89,07/07/2021,Austria,90,0
90,06/07/2021,Austria,45,0
91,05/07/2021,Austria,73,3
92,04/07/2021,Austria,145,3
93,03/07/2021,Austria,163,1
94,02/07/2021,Austria,55,0
95,01/07/2021,Austria,36,1
96,30/06/2021,Austria,100,1
97,29/06/2021,Austria,75,1
98,28/06/2021,Austria,67,2
99,27/06/2021,Austria,129,0
100,26/06/2021,Austria,115,3
101,25/06/2021,Austria,101,3
102,24/06/2021,Austria,121,0
103,23/06/2021,Austria,108,2
104,22/06/2021,Austria,118,1
105,21/06/2021,Austria,109,2
106,20/06/2021,Austria,149,4
107,19/06/2021,Austria,132,2
108,18/06/2021,Austria,171,1
109,17/06/2021,Austria,181,3
110,16/06/2021,Austria,-171,2
111,15/06/2021,Austria,64,3
112,14/06/2021,Austria,216,4
113,13/06/2021,Austria,214,3
114,12/06/2021,Austria,234,0
115,11/06/2021,Austria,262,4
116,10/06/2021,Austria,328,4
117,09/06/2021,Austria,280,4
118,08/06/2021,Austria,259,5
119,07/06/2021,Austria,355,4
120,06/06/2021,Austria,304,2
121,05/06/2021,Austria,286,4
122,04/06/2021,Austria,323,6
123,03/06/2021,Austria,472,6
124,02/06/2021,Austria,364,4
125,01/06/2021,Austria,152,5
126,31/05/2021,Austria,366,5
127,30/05/2021,Austria,570,8
128,29/05/2021,Austria,538,6
129,28/05/2021,Austria,639,9
130,27/05/2021,Austria,405,6
131,26/05/2021,Austria,287,5
132,25/05/2021,Austria,342,9
133,24/05/2021,Austria,520,7
134,23/05/2021,Austria,626,10
135,22/05/2021,Austria,671,6
136,21/05/2021,Austria,603,2
137,20/05/2021,Austria,866,12
138,19/05/2021,Austria,630,8
139,18/05/2021,Austria,391,9
140,17/05/2021,Austria,676,12
141,16/05/2021,Austria,684,6
142,15/05/2021,Austria,721,11
143,14/05/2021,Austria,1100,21
144,13/05/2021,Austria,1179,6
145,12/05/2021,Austria,968,13
146,11/05/2021,Austria,670,17
147,10/05/2021,Austria,1009,9
148,09/05/2021,Austria,1251,18
149,08/05/2021,Austria,1383,16
150,07/05/2021,Austria,1220,14
151,06/05/2021,Austria,1682,22
152,05/05/2021,Austria,1297,16
153,04/05/2021,Austria,888,25
154,03/05/2021,Austria,1732,24
155,02/05/2021,Austria,1655,15
156,01/05/2021,Austria,2231,21
157,30/04/2021,Austria,1995,27
158,29/04/2021,Austria,2286,20
159,28/04/2021,Austria,1557,22
160,27/04/2021,Austria,1380,16
161,26/04/2021,Austria,2091,23
162,25/04/2021,Austria,2231,13
163,24/04/2021,Austria,2407,27
164,23/04/2021,Austria,2347,18
165,22/04/2021,Austria,2377,42
166,21/04/2021,Austria,2005,21
167,20/04/2021,Austria,1792,23
168,19/04/2021,Austria,2159,31
169,18/04/2021,Austria,2591,28
170,17/04/2021,Austria,2348,26
171,16/04/2021,Austria,2561,33
172,15/04/2021,Austria,2855,29
173,14/04/2021,Austria,2032,28
174,13/04/2021,Austria,1770,26
175,12/04/2021,Austria,2139,26
176,11/04/2021,Austria,3559,35
177,10/04/2021,Austria,2432,31
178,09/04/2021,Austria,3052,36
179,08/04/2021,Austria,3006,22
180,07/04/2021,Austria,2077,28
181,06/04/2021,Austria,2268,39
182,05/04/2021,Austria,2915,26
183,04/04/2021,Austria,3693,34
184,03/04/2021,Austria,3077,30
185,02/04/2021,Austria,3058,28
186,01/04/2021,Austria,3107,25
187,31/03/2021,Austria,2810,31
188,30/03/2021,Austria,3240,28
189,29/03/2021,Austria,2667,23
190,28/03/2021,Austria,3896,25
191,27/03/2021,Austria,3487,30
192,26/03/2021,Austria,3516,23
193,25/03/2021,Austria,3262,18
194,24/03/2021,Austria,2715,30
195,23/03/2021,Austria,2306,27
196,22/03/2021,Austria,2918,20
197,21/03/2021,Austria,4051,30
198,20/03/2021,Austria,3304,24
199,19/03/2021,Austria,3507,32
200,18/03/2021,Austria,2814,22
201,17/03/2021,Austria,2487,24
202,16/03/2021,Austria,1910,25
203,15/03/2021,Austria,2664,27
204,14/03/2021,Austria,3325,25
205,13/03/2021,Austria,3009,25
206,12/03/2021,Austria,2847,19
207,11/03/2021,Austria,2847,21
208,10/03/2021,Austria,2194,18
209,09/03/2021,Austria,1965,18
210,08/03/2021,Austria,2281,26
211,07/03/2021,Austria,2846,18
212,06/03/2021,Austria,2319,16
213,05/03/2021,Austria,2691,21
214,04/03/2021,Austria,2497,17
215,03/03/2021,Austria,1926,15
216,02/03/2021,Austria,1148,22
217,01/03/2021,Austria,456112,8531
218,04/10/2021,Belgium,0,0
219,03/10/2021,Belgium,0,0
220,02/10/2021,Belgium,0,0
221,01/10/2021,Belgium,0,0
222,30/09/2021,Belgium,2,2
223,29/09/2021,Belgium,1088,7
224,28/09/2021,Belgium,2342,7
225,27/09/2021,Belgium,2611,13
226,26/09/2021,Belgium,719,7
227,25/09/2021,Belgium,1206,7
228,24/09/2021,Belgium,2239,7
229,23/09/2021,Belgium,2070,10
230,22/09/2021,Belgium,2163,11
231,21/09/2021,Belgium,2220,5
232,20/09/2021,Belgium,2928,6
233,19/09/2021,Belgium,649,7
234,18/09/2021,Belgium,1255,9
235,17/09/2021,Belgium,2380,5
236,16/09/2021,Belgium,2420,1
237,15/09/2021,Belgium,2312,7
238,14/09/2021,Belgium,2491,8
239,13/09/2021,Belgium,2914,7
240,12/09/2021,Belgium,676,7
241,11/09/2021,Belgium,1300,7
242,10/09/2021,Belgium,2320,7
243,09/09/2021,Belgium,2096,6
244,08/09/2021,Belgium,2180,9
245,07/09/2021,Belgium,2356,9
246,06/09/2021,Belgium,2784,7
247,05/09/2021,Belgium,731,8
248,04/09/2021,Belgium,1239,10
249,03/09/2021,Belgium,2151,6
250,02/09/2021,Belgium,2107,6
251,01/09/2021,Belgium,2220,7
252,31/08/2021,Belgium,2355,4
253,30/08/2021,Belgium,2938,5
254,29/08/2021,Belgium,832,4
255,28/08/2021,Belgium,1370,4
256,27/08/2021,Belgium,2215,5
257,26/08/2021,Belgium,2182,6
258,25/08/2021,Belgium,2395,7
259,24/08/2021,Belgium,2451,6
260,23/08/2021,Belgium,2653,3
261,22/08/2021,Belgium,954,7
262,21/08/2021,Belgium,1281,7
263,20/08/2021,Belgium,2242,9
264,19/08/2021,Belgium,2004,9
265,18/08/2021,Belgium,2258,4
266,17/08/2021,Belgium,2243,3
267,16/08/2021,Belgium,2830,4
268,15/08/2021,Belgium,766,2
269,14/08/2021,Belgium,1347,4
270,13/08/2021,Belgium,2269,5
271,12/08/2021,Belgium,2156,3
272,11/08/2021,Belgium,1983,2
273,10/08/2021,Belgium,2214,2
274,09/08/2021,Belgium,2592,5
275,08/08/2021,Belgium,922,3
276,07/08/2021,Belgium,1272,3
277,06/08/2021,Belgium,2134,3
278,05/08/2021,Belgium,1834,3
279,04/08/2021,Belgium,1873,4
280,03/08/2021,Belgium,1946,5
281,02/08/2021,Belgium,2244,5
282,01/08/2021,Belgium,1056,1
283,31/07/2021,Belgium,1186,3
284,30/07/2021,Belgium,1797,6
285,29/07/2021,Belgium,1779,6
286,28/07/2021,Belgium,1752,1
287,27/07/2021,Belgium,1599,4
288,26/07/2021,Belgium,2108,1
289,25/07/2021,Belgium,783,2
290,24/07/2021,Belgium,1155,3
291,23/07/2021,Belgium,1655,2
292,22/07/2021,Belgium,1912,4
293,21/07/2021,Belgium,791,3
294,20/07/2021,Belgium,1956,0
295,19/07/2021,Belgium,2131,0
296,18/07/2021,Belgium,839,2
297,17/07/2021,Belgium,1104,0
298,16/07/2021,Belgium,1567,2
299,15/07/2021,Belgium,1390,2
300,14/07/2021,Belgium,1446,1
301,13/07/2021,Belgium,1429,0
302,12/07/2021,Belgium,1764,2
303,11/07/2021,Belgium,780,0
304,10/07/2021,Belgium,1004,5
305,09/07/2021,Belgium,1288,2
306,08/07/2021,Belgium,1227,2
307,07/07/2021,Belgium,1171,0
308,06/07/2021,Belgium,1043,1
309,05/07/2021,Belgium,997,3
310,04/07/2021,Belgium,366,2
311,03/07/2021,Belgium,520,3
312,02/07/2021,Belgium,724,3
313,01/07/2021,Belgium,675,5
314,30/06/2021,Belgium,631,2
315,29/06/2021,Belgium,567,5
316,28/06/2021,Belgium,604,2
317,27/06/2021,Belgium,188,3
318,26/06/2021,Belgium,263,2
319,25/06/2021,Belgium,401,5
320,24/06/2021,Belgium,345,5
321,23/06/2021,Belgium,399,5
322,22/06/2021,Belgium,373,3
323,21/06/2021,Belgium,487,5
324,20/06/2021,Belgium,139,3
325,19/06/2021,Belgium,275,6
326,18/06/2021,Belgium,426,9
327,17/06/2021,Belgium,452,7
328,16/06/2021,Belgium,422,6
329,15/06/2021,Belgium,540,6
330,14/06/2021,Belgium,771,5
331,13/06/2021,Belgium,210,4
332,12/06/2021,Belgium,392,6
333,11/06/2021,Belgium,785,9
334,10/06/2021,Belgium,767,7
335,09/06/2021,Belgium,843,6
336,08/06/2021,Belgium,1045,13
337,07/06/2021,Belgium,1239,5
338,06/06/2021,Belgium,399,7
339,05/06/2021,Belgium,650,13
340,04/06/2021,Belgium,1355,10
341,03/06/2021,Belgium,1474,15
342,02/06/2021,Belgium,1502,16
343,01/06/2021,Belgium,1694,11
344,31/05/2021,Belgium,2043,14
345,30/05/2021,Belgium,606,18
346,29/05/2021,Belgium,1125,16
347,28/05/2021,Belgium,2032,11
348,27/05/2021,Belgium,2219,6
349,26/05/2021,Belgium,2544,14
350,25/05/2021,Belgium,2800,16
351,24/05/2021,Belgium,903,19
352,23/05/2021,Belgium,791,11
353,22/05/2021,Belgium,1448,18
354,21/05/2021,Belgium,2476,19
355,20/05/2021,Belgium,2452,16
356,19/05/2021,Belgium,3186,25
357,18/05/2021,Belgium,3305,17
358,17/05/2021,Belgium,3639,24
359,16/05/2021,Belgium,766,17
360,15/05/2021,Belgium,1287,22
361,14/05/2021,Belgium,2608,20
362,13/05/2021,Belgium,958,21
363,12/05/2021,Belgium,2844,19
364,11/05/2021,Belgium,3034,17
365,10/05/2021,Belgium,3413,28
366,09/05/2021,Belgium,880,32
367,08/05/2021,Belgium,1742,42
368,07/05/2021,Belgium,3346,26
369,06/05/2021,Belgium,3541,38
370,05/05/2021,Belgium,3658,38
371,04/05/2021,Belgium,3685,40
372,03/05/2021,Belgium,4380,43
373,02/05/2021,Belgium,1156,34
374,01/05/2021,Belgium,1352,28
375,30/04/2021,Belgium,3523,33
376,29/04/2021,Belgium,3390,46
377,28/04/2021,Belgium,3485,49
378,27/04/2021,Belgium,3809,26
379,26/04/2021,Belgium,4306,44
380,25/04/2021,Belgium,1150,39
381,24/04/2021,Belgium,1915,36
382,23/04/2021,Belgium,3676,42
383,22/04/2021,Belgium,3838,43
384,21/04/2021,Belgium,4096,36
385,20/04/2021,Belgium,4503,36
386,19/04/2021,Belgium,5510,50
387,18/04/2021,Belgium,1327,34
388,17/04/2021,Belgium,2353,30
389,16/04/2021,Belgium,4066,45
390,15/04/2021,Belgium,3844,42
391,14/04/2021,Belgium,3939,39
392,13/04/2021,Belgium,4341,37
393,12/04/2021,Belgium,4786,43
394,11/04/2021,Belgium,1313,22
395,10/04/2021,Belgium,2385,46
396,09/04/2021,Belgium,4543,44
397,08/04/2021,Belgium,4509,43
398,07/04/2021,Belgium,4786,42
399,06/04/2021,Belgium,5310,46
400,05/04/2021,Belgium,1592,49
401,04/04/2021,Belgium,1535,36
402,03/04/2021,Belgium,2728,40
403,02/04/2021,Belgium,4950,46
404,01/04/2021,Belgium,4749,40
405,31/03/2021,Belgium,4778,31
406,30/03/2021,Belgium,5251,33
407,29/03/2021,Belgium,6223,31
408,28/03/2021,Belgium,1712,23
409,27/03/2021,Belgium,3093,28
410,26/03/2021,Belgium,5794,20
411,25/03/2021,Belgium,5669,34
412,24/03/2021,Belgium,5619,27
413,23/03/2021,Belgium,6068,24
414,22/03/2021,Belgium,6333,34
415,21/03/2021,Belgium,1594,24
416,20/03/2021,Belgium,2871,24
417,19/03/2021,Belgium,5236,31
418,18/03/2021,Belgium,5084,26
419,17/03/2021,Belgium,4879,25
420,16/03/2021,Belgium,4638,27
421,15/03/2021,Belgium,5312,25
422,14/03/2021,Belgium,1409,20
423,13/03/2021,Belgium,2195,24
424,12/03/2021,Belgium,3796,20
425,11/03/2021,Belgium,3540,26
426,10/03/2021,Belgium,3437,24
427,09/03/2021,Belgium,3439,23
428,08/03/2021,Belgium,3737,36
429,07/03/2021,Belgium,804,19
430,06/03/2021,Belgium,1536,25
431,05/03/2021,Belgium,2771,33
432,04/03/2021,Belgium,2732,16
433,03/03/2021,Belgium,2792,26
434,02/03/2021,Belgium,2796,25
435,01/03/2021,Belgium,777689,22282
436,04/10/2021,Bulgaria,513,43
437,03/10/2021,Bulgaria,1228,26
438,02/10/2021,Bulgaria,2091,87
439,01/10/2021,Bulgaria,2050,70
440,30/09/2021,Bulgaria,2142,87
441,29/09/2021,Bulgaria,2573,87
442,28/09/2021,Bulgaria,2536,149
443,27/09/2021,Bulgaria,496,40
444,26/09/2021,Bulgaria,1038,26
445,25/09/2021,Bulgaria,1904,73
446,24/09/2021,Bulgaria,1835,99
447,23/09/2021,Bulgaria,850,27
448,22/09/2021,Bulgaria,2192,58
449,21/09/2021,Bulgaria,2360,138
450,20/09/2021,Bulgaria,458,43
451,19/09/2021,Bulgaria,951,30
452,18/09/2021,Bulgaria,1892,79
453,17/09/2021,Bulgaria,1724,67
454,16/09/2021,Bulgaria,1862,65
455,15/09/2021,Bulgaria,2029,83
456,14/09/2021,Bulgaria,1998,139
457,13/09/2021,Bulgaria,437,53
458,12/09/2021,Bulgaria,909,10
459,11/09/2021,Bulgaria,1626,72
460,10/09/2021,Bulgaria,1629,52
461,09/09/2021,Bulgaria,1956,65
462,08/09/2021,Bulgaria,2005,121
463,07/09/2021,Bulgaria,677,34
464,06/09/2021,Bulgaria,488,32
465,05/09/2021,Bulgaria,854,32
466,04/09/2021,Bulgaria,1640,50
467,03/09/2021,Bulgaria,1564,51
468,02/09/2021,Bulgaria,1745,54
469,01/09/2021,Bulgaria,2053,156
470,31/08/2021,Bulgaria,2090,9
471,30/08/2021,Bulgaria,451,26
472,29/08/2021,Bulgaria,1004,15
473,28/08/2021,Bulgaria,1713,43
474,27/08/2021,Bulgaria,1733,34
475,26/08/2021,Bulgaria,1601,48
476,25/08/2021,Bulgaria,1911,33
477,24/08/2021,Bulgaria,1891,57
478,23/08/2021,Bulgaria,384,8
479,22/08/2021,Bulgaria,845,8
480,21/08/2021,Bulgaria,1368,21
481,20/08/2021,Bulgaria,1371,27
482,19/08/2021,Bulgaria,1387,16
483,18/08/2021,Bulgaria,1405,19
484,17/08/2021,Bulgaria,1301,32
485,16/08/2021,Bulgaria,272,5
486,15/08/2021,Bulgaria,623,7
487,14/08/2021,Bulgaria,1047,11
488,13/08/2021,Bulgaria,882,15
489,12/08/2021,Bulgaria,782,18
490,11/08/2021,Bulgaria,805,10
491,10/08/2021,Bulgaria,774,23
492,09/08/2021,Bulgaria,176,3
493,08/08/2021,Bulgaria,392,1
494,07/08/2021,Bulgaria,549,8
495,06/08/2021,Bulgaria,500,14
496,05/08/2021,Bulgaria,429,4
497,04/08/2021,Bulgaria,462,3
498,03/08/2021,Bulgaria,393,7
499,02/08/2021,Bulgaria,94,2
500,01/08/2021,Bulgaria,182,2
501,31/07/2021,Bulgaria,346,3
502,30/07/2021,Bulgaria,231,3
503,29/07/2021,Bulgaria,216,2
504,28/07/2021,Bulgaria,200,4
505,27/07/2021,Bulgaria,193,5
506,26/07/2021,Bulgaria,57,1
507,25/07/2021,Bulgaria,54,0
508,24/07/2021,Bulgaria,135,4
509,23/07/2021,Bulgaria,121,2
510,22/07/2021,Bulgaria,96,3
511,21/07/2021,Bulgaria,145,7
512,20/07/2021,Bulgaria,113,3
513,19/07/2021,Bulgaria,35,5
514,18/07/2021,Bulgaria,57,0
515,17/07/2021,Bulgaria,76,6
516,16/07/2021,Bulgaria,94,5
517,15/07/2021,Bulgaria,84,4
518,14/07/2021,Bulgaria,74,10
519,13/07/2021,Bulgaria,83,4
520,12/07/2021,Bulgaria,16,0
521,11/07/2021,Bulgaria,32,2
522,10/07/2021,Bulgaria,61,4
523,09/07/2021,Bulgaria,55,5
524,08/07/2021,Bulgaria,60,2
525,07/07/2021,Bulgaria,87,2
526,06/07/2021,Bulgaria,98,41
527,05/07/2021,Bulgaria,19,0
528,04/07/2021,Bulgaria,51,1
529,03/07/2021,Bulgaria,81,16
530,02/07/2021,Bulgaria,73,6
531,01/07/2021,Bulgaria,78,12
532,30/06/2021,Bulgaria,105,9
533,29/06/2021,Bulgaria,115,13
534,28/06/2021,Bulgaria,16,0
535,27/06/2021,Bulgaria,28,1
536,26/06/2021,Bulgaria,86,4
537,25/06/2021,Bulgaria,62,9
538,24/06/2021,Bulgaria,93,5
539,23/06/2021,Bulgaria,94,8
540,22/06/2021,Bulgaria,120,10
541,21/06/2021,Bulgaria,27,1
542,20/06/2021,Bulgaria,41,2
543,19/06/2021,Bulgaria,105,7
544,18/06/2021,Bulgaria,110,23
545,17/06/2021,Bulgaria,95,25
546,16/06/2021,Bulgaria,161,17
547,15/06/2021,Bulgaria,157,15
548,14/06/2021,Bulgaria,42,2
549,13/06/2021,Bulgaria,81,5
550,12/06/2021,Bulgaria,123,6
551,11/06/2021,Bulgaria,100,15
552,10/06/2021,Bulgaria,131,12
553,09/06/2021,Bulgaria,178,6
554,08/06/2021,Bulgaria,208,34
555,07/06/2021,Bulgaria,47,7
556,06/06/2021,Bulgaria,89,3
557,05/06/2021,Bulgaria,157,18
558,04/06/2021,Bulgaria,170,45
559,03/06/2021,Bulgaria,197,21
560,02/06/2021,Bulgaria,236,26
561,01/06/2021,Bulgaria,303,38
562,31/05/2021,Bulgaria,53,5
563,30/05/2021,Bulgaria,115,5
564,29/05/2021,Bulgaria,287,15
565,28/05/2021,Bulgaria,293,20
566,27/05/2021,Bulgaria,393,36
567,26/05/2021,Bulgaria,406,68
568,25/05/2021,Bulgaria,81,17
569,24/05/2021,Bulgaria,81,9
570,23/05/2021,Bulgaria,148,13
571,22/05/2021,Bulgaria,362,27
572,21/05/2021,Bulgaria,368,31
573,20/05/2021,Bulgaria,361,37
574,19/05/2021,Bulgaria,457,36
575,18/05/2021,Bulgaria,677,84
576,17/05/2021,Bulgaria,151,9
577,16/05/2021,Bulgaria,203,7
578,15/05/2021,Bulgaria,518,49
579,14/05/2021,Bulgaria,506,44
580,13/05/2021,Bulgaria,657,46
581,12/05/2021,Bulgaria,877,59
582,11/05/2021,Bulgaria,1078,116
583,10/05/2021,Bulgaria,241,27
584,09/05/2021,Bulgaria,466,16
585,08/05/2021,Bulgaria,1123,86
586,07/05/2021,Bulgaria,545,27
587,06/05/2021,Bulgaria,1635,164
588,05/05/2021,Bulgaria,367,61
589,04/05/2021,Bulgaria,631,56
590,03/05/2021,Bulgaria,348,48
591,02/05/2021,Bulgaria,466,45
592,01/05/2021,Bulgaria,652,31
593,30/04/2021,Bulgaria,1237,90
594,29/04/2021,Bulgaria,1382,96
595,28/04/2021,Bulgaria,1850,81
596,27/04/2021,Bulgaria,1759,194
597,26/04/2021,Bulgaria,400,48
598,25/04/2021,Bulgaria,798,33
599,24/04/2021,Bulgaria,1708,105
600,23/04/2021,Bulgaria,1681,103
601,22/04/2021,Bulgaria,2002,100
602,21/04/2021,Bulgaria,2096,106
603,20/04/2021,Bulgaria,2434,217
604,19/04/2021,Bulgaria,418,57
605,18/04/2021,Bulgaria,1076,38
606,17/04/2021,Bulgaria,2126,121
607,16/04/2021,Bulgaria,2185,108
608,15/04/2021,Bulgaria,2517,125
609,14/04/2021,Bulgaria,2944,127
610,13/04/2021,Bulgaria,3122,201
611,12/04/2021,Bulgaria,462,67
612,11/04/2021,Bulgaria,1352,43
613,10/04/2021,Bulgaria,2803,138
614,09/04/2021,Bulgaria,2957,136
615,08/04/2021,Bulgaria,3556,116
616,07/04/2021,Bulgaria,4004,132
617,06/04/2021,Bulgaria,3860,197
618,05/04/2021,Bulgaria,740,82
619,04/04/2021,Bulgaria,1919,69
620,03/04/2021,Bulgaria,4013,125
621,02/04/2021,Bulgaria,3694,116
622,01/04/2021,Bulgaria,4207,129
623,31/03/2021,Bulgaria,5176,155
624,30/03/2021,Bulgaria,4497,203
625,29/03/2021,Bulgaria,983,60
626,28/03/2021,Bulgaria,2537,49
627,27/03/2021,Bulgaria,4129,89
628,26/03/2021,Bulgaria,3988,99
629,25/03/2021,Bulgaria,4375,106
630,24/03/2021,Bulgaria,4851,119
631,23/03/2021,Bulgaria,4467,169
632,22/03/2021,Bulgaria,943,53
633,21/03/2021,Bulgaria,2541,34
634,20/03/2021,Bulgaria,4162,115
635,19/03/2021,Bulgaria,4008,102
636,18/03/2021,Bulgaria,4201,136
637,17/03/2021,Bulgaria,4374,107
638,16/03/2021,Bulgaria,4637,187
639,15/03/2021,Bulgaria,679,51
640,14/03/2021,Bulgaria,2019,38
641,13/03/2021,Bulgaria,3159,102
642,12/03/2021,Bulgaria,3121,95
643,11/03/2021,Bulgaria,2774,97
644,10/03/2021,Bulgaria,3502,138
645,09/03/2021,Bulgaria,2995,150
646,08/03/2021,Bulgaria,497,21
647,07/03/2021,Bulgaria,1426,22
648,06/03/2021,Bulgaria,3004,65
649,05/03/2021,Bulgaria,2198,93
650,04/03/2021,Bulgaria,1154,22
651,03/03/2021,Bulgaria,2403,83
652,02/03/2021,Bulgaria,2588,117
653,01/03/2021,Bulgaria,247038,10191
654,04/10/2021,Croatia,944,14
655,03/10/2021,Croatia,1448,14
656,02/10/2021,Croatia,1517,10
657,01/10/2021,Croatia,1710,12
658,30/09/2021,Croatia,1911,14
659,29/09/2021,Croatia,1061,8
660,28/09/2021,Croatia,217,11
661,27/09/2021,Croatia,837,15
662,26/09/2021,Croatia,1293,14
663,25/09/2021,Croatia,1291,12
664,24/09/2021,Croatia,1373,15
665,23/09/2021,Croatia,1812,13
666,22/09/2021,Croatia,1037,12
667,21/09/2021,Croatia,264,14
668,20/09/2021,Croatia,875,7
669,19/09/2021,Croatia,1455,12
670,18/09/2021,Croatia,1394,9
671,17/09/2021,Croatia,1369,9
672,16/09/2021,Croatia,1835,7
673,15/09/2021,Croatia,974,9
674,14/09/2021,Croatia,167,7
675,13/09/2021,Croatia,807,13
676,12/09/2021,Croatia,1162,14
677,11/09/2021,Croatia,1042,8
678,10/09/2021,Croatia,941,10
679,09/09/2021,Croatia,1237,10
680,08/09/2021,Croatia,704,10
681,07/09/2021,Croatia,184,5
682,06/09/2021,Croatia,539,8
683,05/09/2021,Croatia,882,7
684,04/09/2021,Croatia,816,6
685,03/09/2021,Croatia,798,11
686,02/09/2021,Croatia,805,4
687,01/09/2021,Croatia,668,3
688,31/08/2021,Croatia,139,6
689,30/08/2021,Croatia,377,1
690,29/08/2021,Croatia,595,6
691,28/08/2021,Croatia,596,2
692,27/08/2021,Croatia,638,6
693,26/08/2021,Croatia,677,4
694,25/08/2021,Croatia,470,3
695,24/08/2021,Croatia,73,2
696,23/08/2021,Croatia,373,3
697,22/08/2021,Croatia,505,3
698,21/08/2021,Croatia,468,1
699,20/08/2021,Croatia,486,3
700,19/08/2021,Croatia,524,3
701,18/08/2021,Croatia,341,3
702,17/08/2021,Croatia,46,2
703,16/08/2021,Croatia,298,1
704,15/08/2021,Croatia,367,2
705,14/08/2021,Croatia,308,2
706,13/08/2021,Croatia,333,3
707,12/08/2021,Croatia,381,0
708,11/08/2021,Croatia,246,2
709,10/08/2021,Croatia,44,1
710,09/08/2021,Croatia,213,1
711,08/08/2021,Croatia,233,1
712,07/08/2021,Croatia,108,0
713,06/08/2021,Croatia,247,3
714,05/08/2021,Croatia,271,0
715,04/08/2021,Croatia,186,1
716,03/08/2021,Croatia,29,3
717,02/08/2021,Croatia,143,4
718,01/08/2021,Croatia,218,5
719,31/07/2021,Croatia,170,4
720,30/07/2021,Croatia,188,1
721,29/07/2021,Croatia,198,2
722,28/07/2021,Croatia,193,0
723,27/07/2021,Croatia,27,2
724,26/07/2021,Croatia,125,0
725,25/07/2021,Croatia,191,0
726,24/07/2021,Croatia,176,0
727,23/07/2021,Croatia,179,1
728,22/07/2021,Croatia,191,1
729,21/07/2021,Croatia,146,3
730,20/07/2021,Croatia,18,2
731,19/07/2021,Croatia,107,2
732,18/07/2021,Croatia,139,2
733,17/07/2021,Croatia,131,1
734,16/07/2021,Croatia,139,0
735,15/07/2021,Croatia,155,2
736,14/07/2021,Croatia,83,2
737,13/07/2021,Croatia,15,2
738,12/07/2021,Croatia,58,0
739,11/07/2021,Croatia,88,1
740,10/07/2021,Croatia,87,0
741,09/07/2021,Croatia,110,2
